symbol,gene_id,LOEUF,pLI,mis_z,exp_lof,obs_lof
GUCY1A2,ENSG00000152402,0.5861493138113386,0.11085875249553843,2.051110964017394,63.52333987656784,27.0
GUCY1B1,ENSG00000061918,0.7814235176880462,1.5189116268852746e-08,3.4033375452151464,70.95896163375798,43.0
HMGCR,ENSG00000113161,0.433003626760854,0.9999335526421149,5.011752898284163,99.26580532858793,32.0
HRH4,ENSG00000134489,1.8709071635462313,2.050569085435483e-05,0.7670957890396566,10.392054565156714,12.0
HSP90AA1,ENSG00000080824,0.3640579363422011,0.9999990313048109,2.454949269390544,73.31736970127571,18.0
HSP90AB1,ENSG00000096384,0.376157799987966,0.9999955177497326,2.9840787206860595,67.78865168732663,17.0
HTR1A,ENSG00000178394,1.0373287262024793,9.002870834096965e-05,0.899594564261914,24.58162917767116,17.0
HTR2A,ENSG00000102468,0.7062348930472357,0.08547669613200531,2.3387715745679616,30.990377462710903,14.0
HTR3A,ENSG00000166736,1.052751414264853,3.5154576312902373e-13,-0.739452869444225,54.803911039551934,45.0
HTR3B,ENSG00000149305,1.3231807975078733,6.603480547670085e-16,0.17441615055120324,42.75503028598104,44.0
HTR3C,ENSG00000178084,1.0617246052185987,2.438400652766515e-09,0.6115983024753927,40.483618359551755,32.0
HTR3D,ENSG00000186090,1.309823818432409,6.525863692060874e-17,1.1156479093569338,45.75842094627207,47.0
HTR3E,ENSG00000186038,1.310189340383442,1.6419859300426363e-13,0.6734052850397387,38.01623332362402,38.0
HTR4,ENSG00000164270,0.6601741119084973,0.1281573932946612,1.0173523761423058,36.81026451248567,16.0
HTR6,ENSG00000158748,1.3296999347346878,2.3602191877437244e-05,0.6528577949236535,17.370181916078494,15.0
IFNGR1,ENSG00000027697,0.9215989815268542,1.295980950396346e-05,0.8905052116673625,35.35744407811655,23.0
IFNGR2,ENSG00000159128,0.5625904293965285,0.8067107462279989,1.124025846793124,41.0549638836102,15.0
IL17A,ENSG00000112115,0.6587259123898616,0.8412823060632278,0.18492173089482014,7.201575692050443,1.0
IL17RA,ENSG00000177663,0.897923221802442,3.3004012501368535e-08,-1.324104377550649,50.4114512447697,34.0
IL1A,ENSG00000115008,1.0945211653224973,9.107414011502667e-05,0.11390972632081275,22.202570816880293,16.0
IL33,ENSG00000137033,1.7833772967192716,2.3090042515888047e-16,-2.2875773047728027,27.293991730779936,37.0
IL4R,ENSG00000077238,0.6146853218068525,0.3075812364711418,0.9120263509409775,41.48338861891309,17.0
IL5RA,ENSG00000091181,1.2436135423322785,7.151636264155508e-17,-1.8979850888370575,49.992264144539824,49.0
IL6R,ENSG00000160712,1.0306443947755963,7.935281835363993e-11,1.4455656815477496,48.32749677252822,38.0
ITGA4,ENSG00000115232,0.5815285484106696,1.270774592241386e-05,2.1297046419179813,133.61744773855634,63.0
ITGB1,ENSG00000150093,0.39004304171970877,0.9999979167315394,5.418097422911092,86.53507347793067,24.0
ITGB7,ENSG00000139626,0.825306677874159,3.0812724887568853e-12,1.6565022187769407,83.42442122125127,55.0
JAK1,ENSG00000162434,0.17790951011013,1.0,6.620439806909,136.59294361838278,16.0
JAK2,ENSG00000096968,0.738709681829725,1.192797862619491e-16,-0.7023645562885266,139.28247580978606,86.0
KDR,ENSG00000128052,0.3446456733708776,0.9999999999978642,2.062119490739699,160.88697957241698,43.0
KIT,ENSG00000157404,0.2299249950490441,0.9999999999999919,4.355090101388107,105.69178735206032,16.0
LTA,ENSG00000226979,0.7824824426617382,0.38027653978416004,2.0646427437317105,15.134391529778616,6.0
LTB,ENSG00000227507,1.7330861134541498,3.0173089689585567e-07,0.8593368267299707,14.713192774958966,17.0
MAPT,ENSG00000186868,0.6663140018008595,0.00020978219288188087,2.991546913602262,67.93435616706253,34.0
MASP2,ENSG00000009724,1.0892887124836725,6.975039515679959e-15,-0.36314991681613046,57.07491135224075,49.0
MDM2,ENSG00000135679,0.2829601733806156,0.9999999841351009,3.3578042845001237,64.34656168524589,11.0
MS4A1,ENSG00000156738,0.9160011480558762,0.0008456297112152848,0.06798300993259601,26.52964325997189,16.0
MSTN,ENSG00000138379,0.6024593251279151,0.673866145252756,0.9511983483624973,32.27200330210996,12.0
MTNR1A,ENSG00000168412,2.3959913824108696,0.0009265121453134208,0.46207672612550316,5.487546365547593,7.0
MTNR1B,ENSG00000134640,1.8810563779635867,0.002266054794575921,0.16491818379490822,6.989749991792451,7.0
MUC16,ENSG00000181143,0.8099446641092592,2.2477254812521694e-155,-8.211260320935963,824.3956384585254,625.0
MUC5AC,ENSG00000215182,1.0622766088513607,4.474212675253393e-50,-9.737246489753892,169.7237614251194,158.0
MYH6,ENSG00000197616,0.6545288558678166,8.873172428211332e-20,4.203836840437979,223.19478769191247,126.0
MYH7,ENSG00000092054,0.662470606603184,6.6431963814459954e-21,7.378650026979123,225.37648123814836,129.0
MYH7B,ENSG00000078814,0.9816488064482037,4.849691867517748e-60,-0.154335884063458,234.46551146213346,205.0
MYL2,ENSG00000111245,1.2134374035470443,3.0179974526728193e-06,1.01953323114962,22.975424655568276,19.0
MYL3,ENSG00000160808,0.8532368077663065,0.0286205241154471,1.2673873300493521,21.339344581921175,11.0
MYL4,ENSG00000198336,1.1236252617218214,6.719402848046035e-05,0.10502109274284294,21.627480719335583,16.0
MYL7,ENSG00000106631,1.6576516014254956,2.906365758375902e-11,0.5047432353782316,22.461995058331446,27.0
NCBP1,ENSG00000136937,0.2176152002211944,0.9999999999999996,4.831084757912107,111.6704332185721,16.0
NCBP2,ENSG00000114503,0.6715056840500596,0.5620656137323271,2.3694677251333873,21.49594569049134,8.0
NFKB1,ENSG00000109320,0.14948584454025313,1.0,4.593796706788653,105.0615626544251,9.0
NFKB2,ENSG00000077150,0.2766331982519064,0.9999999999993928,4.69916177442768,109.31603105579111,21.0
NISCH,ENSG00000010322,0.4975876543556854,0.7136005570728154,3.4522254475622565,138.36905182231374,55.0
NR1H4,ENSG00000012504,0.5568290127170148,0.5814416762898184,1.5969106297174462,58.51955215621115,23.0
NR3C1,ENSG00000113580,0.29560781190285434,0.9999999950056521,3.036958423110445,74.0389293908906,14.0
OPRK1,ENSG00000082556,0.9416741419950722,0.0010538205661951463,0.5362941181271043,24.527730698014746,15.0
OPRM1,ENSG00000112038,1.170970418800297,1.2938485120585771e-08,-0.470390462671226,31.797696578708177,27.0
P2RX7,ENSG00000089041,1.070275568441513,1.058245320117435e-18,0.9739478616775389,71.56937300130843,62.0
P2RY12,ENSG00000169313,1.7352764860835943,0.09175728587753255,1.0941853576155307,4.468254246579588,3.0
PARP1,ENSG00000143799,0.47680562657028425,0.9897342256836419,2.0614168395986723,118.64926066038882,44.0
PARP2,ENSG00000129484,0.9139945460763864,1.5474021456562562e-14,0.6181548596084989,77.75656903490278,57.0
PDCD1,ENSG00000188389,0.7191506693283767,0.23835117068780315,1.8127012465963006,23.58646102848394,10.0
PDE9A,ENSG00000160191,0.8512221223653207,4.829147829957822e-14,1.7417762740339204,87.39156231688793,60.0
PDGFRA,ENSG00000134853,0.2874198450211174,0.9999999999998103,3.9195446163465704,121.48110429660392,25.0
PDGFRB,ENSG00000113721,0.45207766833123914,0.999581662969727,3.6328415867572956,120.16507403977852,42.0
PGF,ENSG00000119630,0.7200181481956173,0.1767409938799683,0.13658878879335462,25.2875768430728,11.0
PGR,ENSG00000082175,0.4587596174937386,0.9987107926701202,0.6496849875546256,76.10975081171054,25.0
PIK3CA,ENSG00000121879,0.2694577141767922,0.9999999999999996,8.751433431539786,138.18183752284494,27.0
PIK3CD,ENSG00000171608,0.2364994392500996,0.9999999999999998,7.043594238095516,122.88409195634817,20.0
PPARA,ENSG00000186951,0.744399409749531,0.0013729770442125042,2.4758526665599256,42.201551739911054,22.0
PPARD,ENSG00000112033,0.2995910565663266,0.9999917840449517,3.487478709584986,39.52853529123456,6.0
PPARG,ENSG00000132170,0.6501887613256534,0.12539955650170473,3.1690286742146876,39.21819569883917,17.0
PTGIR,ENSG00000160013,1.379639524504932,7.277686935989259e-06,0.3031730753371236,17.61415445992481,16.0
PTGS1,ENSG00000095303,0.8262494686943145,1.1441435074558526e-08,1.1784113232006213,63.01894414216066,40.0
PTGS2,ENSG00000073756,0.34315564910283225,0.9999991649555448,3.225229993133244,63.78005424096182,14.0
PTK2,ENSG00000169398,0.3844846007951492,0.9999999944781985,4.580599738930777,150.05775194849207,45.0
PTK2B,ENSG00000120899,0.6051744812854586,7.263402388135249e-08,2.5284382485056294,142.9373382753721,71.0
RARA,ENSG00000131759,0.24558843897096455,0.9999995309492162,3.8560488983879715,42.80753179095889,5.0
RARB,ENSG00000077092,0.4909355010879019,0.9879542119311611,3.3031141279411353,51.940081795571096,17.0
RELA,ENSG00000173039,0.38588222939924294,0.999971677791792,2.788515884168542,56.718045676643015,14.0
RET,ENSG00000165731,0.2356662003104965,0.9999999999999993,3.1149695097258885,118.29969508869692,19.0
S1PR1,ENSG00000170989,0.34320569225533976,0.9976324496625055,3.047339854837878,18.344082758359427,2.0
S1PR2,ENSG00000267534,0.9751986300096742,0.023828897984523742,2.458155008709864,16.104633393465345,9.0
S1PR3,ENSG00000213694,1.4588782418757773,0.0001201796545671264,0.9872269131862519,13.32706786065738,12.0
S1PR4,ENSG00000125910,11.757013377336241,0.12220473932360774,-0.6713400535605777,0.40349231272758684,1.0
S1PR5,ENSG00000180739,,,-0.20125351519367798,,
SCN4A,ENSG00000007314,0.6149036175848166,3.9899555240853746e-10,2.29069938031806,162.01252621662678,83.0
SERPINC1,ENSG00000117601,0.4484177138205567,0.9980904939661652,2.7614943899952142,43.35816523451468,12.0
SLC18A2,ENSG00000165646,0.7452213356933165,9.20199420007727e-06,1.6426823731770064,59.21070707118884,33.0
SLC6A2,ENSG00000103546,0.5034980895685791,0.9608751083583686,3.353147732117959,71.65192645402823,26.0
SLC6A3,ENSG00000142319,0.3957801307142773,0.9999861224617905,3.321630888253529,70.44123106718102,19.0
SLC6A4,ENSG00000108576,0.427963840399885,0.9998745655239175,3.2328323116597293,73.40529091511655,22.0
SMAD7,ENSG00000101665,0.3732181758375816,0.9998537827006732,1.7904988592721842,38.67617026636462,8.0
SNAP25,ENSG00000132639,0.2698318889349513,0.9999547862274756,4.131200040162375,28.735137861344136,3.0
TLR7,ENSG00000196664,0.5075745618805718,0.9767340139235903,3.7441752944218574,38.30485369061835,12.0
TLR9,ENSG00000239732,1.1344607031535046,7.218585780794932e-06,3.612098811605699,24.574883521259487,19.0
TNF,ENSG00000232810,0.6031986625713975,0.83611460936656,1.9967782472209785,21.797319222132465,7.0
TNFSF13B,ENSG00000102524,0.4954467255757074,0.9831804738637393,2.0250733745091916,29.13461522714335,8.0
TNFSF14,ENSG00000125735,1.0161215016684648,0.00041972530946880824,0.9251673996041511,22.73067711116623,15.0
TNNC2,ENSG00000101470,1.09163828355608,0.0003637373487136577,1.732596872989494,20.049210661222418,14.0
TNNI2,ENSG00000130598,0.826234470399086,0.009691449364451111,1.1779344585298555,26.489436954015652,14.0
TNNT3,ENSG00000130595,0.8771704364395849,1.885615597017091e-08,0.9506054577719033,54.19782901894004,36.0
TOP2A,ENSG00000131747,0.4445183060071672,0.9999106616798767,6.143970109165111,187.1861031369773,68.0
TP53,ENSG00000141510,0.4183620979251529,0.999595868281925,1.121638987172852,46.47306585931068,12.0
TSLP,ENSG00000145777,1.5664521476402535,7.048325843013238e-05,-1.003409812692918,12.411850153995342,12.0
UGCG,ENSG00000148154,0.3425435967528576,0.999992395848905,3.3291438268639637,49.51842450571334,10.0
VEGFA,ENSG00000112715,0.5846185283347473,0.40464582090771894,0.879071826863735,49.71108069943582,20.0
